Season,GameID,Date,Game,Player,PlayerID,Team,TeamID,Is_Home,Opp,PTS,REB,AST,STL,BLK,TOV,MP,OffREB,DefREB,FG,FGA,3P,3PA,FT,FTA,PF
2023-24,202404020MIN,4/2/2024,MIN vs HOU,Jabari Smith Jr.,smithja05,Houston Rockets,HOU,0,MIN,18,8,3,0,0,1,35.93333333,1,7,7,14,2,8,2,2,3
2023-24,202404020MIN,4/2/2024,MIN vs HOU,Cam Whitmore,whitmca01,Houston Rockets,HOU,0,MIN,14,1,0,1,0,3,23.28333333,1,0,5,11,3,6,1,2,1
2023-24,202404020MIN,4/2/2024,MIN vs HOU,Amen Thompson,thompam01,Houston Rockets,HOU,0,MIN,9,9,4,3,0,0,25.41666667,4,5,4,9,0,0,1,3,2
2023-24,202404020MIN,4/2/2024,MIN vs HOU,Jeff Green,greenje02,Houston Rockets,HOU,0,MIN,8,6,2,0,0,0,21.13333333,2,4,3,6,2,5,0,0,1
2023-24,202404020MIN,4/2/2024,MIN vs HOU,Dillon Brooks,brookdi01,Houston Rockets,HOU,0,MIN,5,1,1,0,0,2,29,0,1,2,6,1,4,0,0,4
2023-24,202404020MIN,4/2/2024,MIN vs HOU,Jock Landale,landajo01,Houston Rockets,HOU,0,MIN,4,2,0,0,0,2,18.75,1,1,1,3,0,1,2,2,1
2023-24,202404020MIN,4/2/2024,MIN vs HOU,Aaron Holiday,holidaa01,Houston Rockets,HOU,0,MIN,0,0,2,1,0,0,5.783333333,0,0,0,1,0,0,0,0,2
2023-24,202404020MIN,4/2/2024,MIN vs HOU,Reggie Bullock,bullore01,Houston Rockets,HOU,0,MIN,0,0,0,0,0,0,1.816666667,0,0,0,0,0,0,0,0,0
2023-24,202404020MIN,4/2/2024,MIN vs HOU,Naz Reid,reidna01,Minnesota Timberwolves,MIN,1,HOU,25,6,2,2,1,3,33.98333333,1,5,10,17,3,5,2,2,1
2023-24,202404020MIN,4/2/2024,MIN vs HOU,Anthony Edwards,edwaran01,Minnesota Timberwolves,MIN,1,HOU,21,5,3,2,0,3,36.2,1,4,5,16,0,6,11,11,1
2023-24,202404020MIN,4/2/2024,MIN vs HOU,Jaden McDaniels,mcdanja02,Minnesota Timberwolves,MIN,1,HOU,8,3,1,2,0,3,27.38333333,2,1,4,9,0,3,0,0,3
2023-24,202404020MIN,4/2/2024,MIN vs HOU,Kyle Anderson,anderky01,Minnesota Timberwolves,MIN,1,HOU,13,6,9,2,2,2,30.15,1,5,6,8,1,2,0,0,1
2023-24,202404020MIN,4/2/2024,MIN vs HOU,Mike Conley,conlemi01,Minnesota Timberwolves,MIN,1,HOU,14,2,6,3,0,4,29.78333333,0,2,4,7,3,4,3,3,2
2023-24,202404020MIN,4/2/2024,MIN vs HOU,Rudy Gobert,goberru01,Minnesota Timberwolves,MIN,1,HOU,12,14,0,0,2,1,35.2,1,13,4,7,0,0,4,6,3
2023-24,202404020MIN,4/2/2024,MIN vs HOU,Jordan McLaughlin,mclaujo01,Minnesota Timberwolves,MIN,1,HOU,11,1,7,0,0,1,18.21666667,0,1,4,7,3,4,0,0,0
2023-24,202404020MIN,4/2/2024,MIN vs HOU,Nickeil Alexander-Walker,alexani01,Minnesota Timberwolves,MIN,1,HOU,7,1,0,0,0,0,18.81666667,0,1,3,3,1,1,0,0,4
2023-24,202404020MIN,4/2/2024,MIN vs HOU,Monte Morris,morrimo01,Minnesota Timberwolves,MIN,1,HOU,2,1,1,1,0,0,10.21666667,0,1,1,3,0,1,0,0,2
2023-24,202404020PHI,4/2/2024,PHI vs OKC,Chet Holmgren,holmgch01,Oklahoma City Thunder,OKC,0,PHI,22,7,1,0,2,3,29.1,1,6,7,14,3,6,5,5,4
2023-24,202404020PHI,4/2/2024,PHI vs OKC,Aaron Wiggins,wiggiaa01,Oklahoma City Thunder,OKC,0,PHI,15,4,1,3,1,0,32.2,2,2,5,13,0,2,5,5,5
2023-24,202404020PHI,4/2/2024,PHI vs OKC,Isaiah Joe,joeis01,Oklahoma City Thunder,OKC,0,PHI,14,4,7,2,1,2,27.88333333,1,3,4,13,4,11,2,2,0
2023-24,202404020PHI,4/2/2024,PHI vs OKC,Luguentz Dort,dortlu01,Oklahoma City Thunder,OKC,0,PHI,15,8,3,2,2,3,33.23333333,2,6,5,10,3,6,2,4,1
2023-24,202404020PHI,4/2/2024,PHI vs OKC,Josh Giddey,giddejo01,Oklahoma City Thunder,OKC,0,PHI,10,5,3,0,1,2,27.63333333,1,4,4,8,0,1,2,4,1
2023-24,202404020PHI,4/2/2024,PHI vs OKC,Jaylin Williams,willija07,Oklahoma City Thunder,OKC,0,PHI,6,6,12,1,0,2,28.43333333,1,5,2,8,0,5,2,2,4
2023-24,202404020PHI,4/2/2024,PHI vs OKC,Cason Wallace,wallaca01,Oklahoma City Thunder,OKC,0,PHI,6,3,1,1,0,1,13.71666667,1,2,3,8,0,1,0,0,1
2023-24,202404020PHI,4/2/2024,PHI vs OKC,Gordon Hayward,haywago01,Oklahoma City Thunder,OKC,0,PHI,7,2,2,0,1,0,19.6,0,2,3,5,1,2,0,0,1
2023-24,202404020PHI,4/2/2024,PHI vs OKC,Kenrich Williams,willike04,Oklahoma City Thunder,OKC,0,PHI,8,1,0,1,0,1,14.28333333,1,0,3,4,2,2,0,0,1
2023-24,202404020PHI,4/2/2024,PHI vs OKC,Lindy Waters III,waterli01,Oklahoma City Thunder,OKC,0,PHI,2,2,0,0,1,0,7.95,2,0,1,3,0,2,0,0,0
2023-24,202404020PHI,4/2/2024,PHI vs OKC,Mike Muscala,muscami01,Oklahoma City Thunder,OKC,0,PHI,0,1,0,0,0,0,5.916666667,0,1,0,1,0,1,0,0,0
2023-24,202404020PHI,4/2/2024,PHI vs OKC,Kelly Oubre Jr.,oubreke01,Philadelphia 76ers,PHI,1,OKC,25,6,2,1,1,2,36.75,2,4,8,16,4,7,5,5,2
2023-24,202404020PHI,4/2/2024,PHI vs OKC,Joel Embiid,embiijo01,Philadelphia 76ers,PHI,1,OKC,24,6,7,3,0,6,29.35,1,5,6,14,0,3,12,12,4
2023-24,202404020PHI,4/2/2024,PHI vs OKC,Tobias Harris,harrito02,Philadelphia 76ers,PHI,1,OKC,18,6,4,0,1,1,34.98333333,0,6,5,14,5,8,3,4,3
2023-24,202404020PHI,4/2/2024,PHI vs OKC,Cameron Payne,payneca01,Philadelphia 76ers,PHI,1,OKC,10,10,5,1,0,0,29.61666667,3,7,4,11,2,5,0,0,3
2023-24,202404020PHI,4/2/2024,PHI vs OKC,Paul Reed,reedpa01,Philadelphia 76ers,PHI,1,OKC,12,9,1,0,1,1,18.56666667,2,7,6,8,0,0,0,0,1
2023-24,202404020PHI,4/2/2024,PHI vs OKC,Nicolas Batum,batumni01,Philadelphia 76ers,PHI,1,OKC,7,2,2,1,1,3,30.36666667,0,2,3,6,1,4,0,0,2
2023-24,202404020PHI,4/2/2024,PHI vs OKC,Buddy Hield,hieldbu01,Philadelphia 76ers,PHI,1,OKC,7,2,0,2,0,2,21,1,1,2,6,1,2,2,2,2
2023-24,202404020PHI,4/2/2024,PHI vs OKC,KJ Martin,martike04,Philadelphia 76ers,PHI,1,OKC,2,0,2,0,0,0,11.85,0,0,1,2,0,0,0,0,0
2023-24,202404020PHI,4/2/2024,PHI vs OKC,Kyle Lowry,lowryky01,Philadelphia 76ers,PHI,1,OKC,4,1,4,0,0,1,27.5,0,1,1,1,1,1,1,2,3
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Russell Westbrook,westbru01,Los Angeles Clippers,LAC,0,SAC,20,2,2,0,0,4,24.01666667,0,2,7,14,2,3,4,4,5
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Ivica Zubac,zubaciv01,Los Angeles Clippers,LAC,0,SAC,10,11,3,1,1,0,28.55,4,7,5,14,0,0,0,2,3
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Paul George,georgpa01,Los Angeles Clippers,LAC,0,SAC,18,4,1,2,0,1,29.41666667,1,3,5,12,2,5,6,6,1
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Norman Powell,powelno01,Los Angeles Clippers,LAC,0,SAC,17,2,1,1,0,2,28.35,0,2,4,7,3,4,6,6,1
2023-24,202404020SAC,4/2/2024,SAC vs LAC,James Harden,hardeja01,Los Angeles Clippers,LAC,0,SAC,6,5,8,1,0,5,31.08333333,1,4,1,7,1,5,3,4,0
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Brandon Boston Jr.,bostobr01,Los Angeles Clippers,LAC,0,SAC,9,4,0,0,0,0,21.38333333,0,4,3,6,1,3,2,3,5
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Amir Coffey,coffeam01,Los Angeles Clippers,LAC,0,SAC,3,2,1,1,0,1,23.53333333,1,1,1,6,1,4,0,0,1
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Terance Mann,mannte01,Los Angeles Clippers,LAC,0,SAC,7,1,1,0,0,2,26.61666667,1,0,3,5,0,1,1,2,2
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Daniel Theis,theisda01,Los Angeles Clippers,LAC,0,SAC,3,5,0,0,0,0,17.76666667,1,4,1,3,1,1,0,0,3
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Bones Hyland,hylanbo01,Los Angeles Clippers,LAC,0,SAC,2,2,1,0,0,0,7.633333333,0,2,1,2,0,1,0,0,0
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Kobe Brown,brownko01,Los Angeles Clippers,LAC,0,SAC,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,0,0
2023-24,202404020SAC,4/2/2024,SAC vs LAC,De'Aaron Fox,foxde01,Sacramento Kings,SAC,1,LAC,20,3,7,1,1,0,33.8,0,3,6,20,1,7,7,7,2
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Keegan Murray,murrake02,Sacramento Kings,SAC,1,LAC,19,5,2,1,1,2,37.88333333,2,3,8,18,2,7,1,1,1
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Domantas Sabonis,sabondo01,Sacramento Kings,SAC,1,LAC,22,20,9,2,0,4,34.85,7,13,8,17,0,3,6,10,1
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Trey Lyles,lylestr01,Sacramento Kings,SAC,1,LAC,15,4,5,1,1,1,26.08333333,2,2,6,11,3,8,0,1,1
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Davion Mitchell,mitchda01,Sacramento Kings,SAC,1,LAC,14,4,3,0,0,0,25.38333333,2,2,5,10,4,7,0,0,0
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Harrison Barnes,barneha02,Sacramento Kings,SAC,1,LAC,6,2,1,1,0,0,24.56666667,1,1,2,7,2,5,0,0,1
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Alex Len,lenal01,Sacramento Kings,SAC,1,LAC,4,7,1,1,3,2,11.98333333,2,5,2,2,0,0,0,0,3
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Chris Duarte,duartch01,Sacramento Kings,SAC,1,LAC,2,1,0,1,0,1,8.466666667,1,0,1,2,0,1,0,0,0
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Keon Ellis,elliske01,Sacramento Kings,SAC,1,LAC,3,7,1,1,0,0,21.76666667,2,5,0,1,0,1,3,4,6
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Sasha Vezenkov,vezenal01,Sacramento Kings,SAC,1,LAC,2,1,0,1,0,0,9.583333333,0,1,0,1,0,1,2,2,1
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Colby Jones,jonesco02,Sacramento Kings,SAC,1,LAC,2,2,0,0,0,0,1.166666667,1,1,1,1,0,0,0,0,0
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Kessler Edwards,edwarke02,Sacramento Kings,SAC,1,LAC,0,0,0,0,0,0,1.65,0,0,0,1,0,1,0,0,2
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Mason Jones,jonesma05,Sacramento Kings,SAC,1,LAC,0,0,0,0,0,0,1.65,0,0,0,1,0,1,0,0,0
2023-24,202404020SAC,4/2/2024,SAC vs LAC,Jalen Slawson,slawsja01,Sacramento Kings,SAC,1,LAC,0,0,0,0,0,0,1.166666667,0,0,0,0,0,0,0,0,0
2023-24,202404020TOR,4/2/2024,TOR vs LAL,Anthony Davis,davisan02,Los Angeles Lakers,LAL,0,TOR,21,12,1,0,0,5,27.51666667,2,10,10,20,0,4,1,4,3
2023-24,202404020TOR,4/2/2024,TOR vs LAL,D'Angelo Russell,russeda01,Los Angeles Lakers,LAL,0,TOR,25,2,7,0,0,4,32.55,0,2,9,17,7,14,0,0,1
2023-24,202404020TOR,4/2/2024,TOR vs LAL,LeBron James,jamesle01,Los Angeles Lakers,LAL,0,TOR,23,4,9,0,0,1,28.78333333,0,4,10,12,1,1,2,5,0
2023-24,202404020TOR,4/2/2024,TOR vs LAL,Max Christie,chrisma02,Los Angeles Lakers,LAL,0,TOR,12,7,3,2,1,0,20.16666667,2,5,5,10,2,4,0,0,1
2023-24,202404020TOR,4/2/2024,TOR vs LAL,Rui Hachimura,hachiru01,Los Angeles Lakers,LAL,0,TOR,14,4,4,1,0,0,25.88333333,1,3,6,9,2,4,0,0,1
2023-24,202404020TOR,4/2/2024,TOR vs LAL,Austin Reaves,reaveau01,Los Angeles Lakers,LAL,0,TOR,7,4,6,0,3,1,25.2,1,3,2,9,1,5,2,2,2
2023-24,202404020TOR,4/2/2024,TOR vs LAL,Taurean Prince,princta02,Los Angeles Lakers,LAL,0,TOR,8,5,5,2,1,1,24.18333333,2,3,3,8,2,2,0,0,2
2023-24,202404020TOR,4/2/2024,TOR vs LAL,Spencer Dinwiddie,dinwisp01,Los Angeles Lakers,LAL,0,TOR,9,1,1,1,3,0,24.96666667,0,1,3,6,3,6,0,0,3
2023-24,202404020TOR,4/2/2024,TOR vs LAL,Jaxson Hayes,hayesja02,Los Angeles Lakers,LAL,0,TOR,7,7,2,0,0,1,18.55,4,3,3,5,0,0,1,1,4
2023-24,202404020TOR,4/2/2024,TOR vs LAL,Maxwell Lewis,lewisma05,Los Angeles Lakers,LAL,0,TOR,2,1,0,0,0,0,6.1,1,0,1,4,0,1,0,0,0
2023-24,202404020TOR,4/2/2024,TOR vs LAL,Colin Castleton,castlco01,Los Angeles Lakers,LAL,0,TOR,0,0,0,0,0,1,6.1,0,0,0,1,0,0,0,0,0
2023-24,202404020TOR,4/2/2024,TOR vs LAL,RJ Barrett,barrerj01,Toronto Raptors,TOR,1,LAL,28,6,6,0,0,0,26.45,0,6,11,18,2,3,4,7,3
2023-24,202404020TOR,4/2/2024,TOR vs LAL,Gradey Dick,dickgr01,Toronto Raptors,TOR,1,LAL,14,2,0,0,0,0,32.33333333,1,1,6,14,2,5,0,0,0
2023-24,202404020TOR,4/2/2024,TOR vs LAL,Immanuel Quickley,quickim01,Toronto Raptors,TOR,1,LAL,20,3,6,1,0,3,27.16666667,0,3,7,12,3,7,3,3,1
2023-24,202404020TOR,4/2/2024,TOR vs LAL,Kelly Olynyk,olynyke01,Toronto Raptors,TOR,1,LAL,14,7,4,1,2,1,26.83333333,2,5,6,10,0,2,2,2,4
2023-24,202404020TOR,4/2/2024,TOR vs LAL,Garrett Temple,templga01,Toronto Raptors,TOR,1,LAL,6,1,0,2,0,2,28.11666667,0,1,2,8,0,5,2,4,3
2023-24,202404020TOR,4/2/2024,TOR vs LAL,Mouhamadou Gueye,gueyemo01,Toronto Raptors,TOR,1,LAL,6,2,2,1,3,5,14.23333333,0,2,3,7,0,1,0,0,2
2023-24,202404020TOR,4/2/2024,TOR vs LAL,Jordan Nwora,nworajo01,Toronto Raptors,TOR,1,LAL,6,5,1,1,0,4,25.68333333,0,5,2,6,2,4,0,0,0
2023-24,202404020TOR,4/2/2024,TOR vs LAL,Bruce Brown,brownbr01,Toronto Raptors,TOR,1,LAL,5,6,1,2,0,1,28.11666667,1,5,2,6,0,2,1,1,3
2023-24,202404020TOR,4/2/2024,TOR vs LAL,Javon Freeman-Liberty,freemja01,Toronto Raptors,TOR,1,LAL,5,5,1,2,0,1,13.93333333,1,4,2,5,0,1,1,2,2
2023-24,202404020TOR,4/2/2024,TOR vs LAL,Kobi Simmons,simmoko01,Toronto Raptors,TOR,1,LAL,5,3,3,1,1,0,10.26666667,0,3,2,3,1,2,0,0,1
2023-24,202404020TOR,4/2/2024,TOR vs LAL,Jalen McDaniels,mcdanja01,Toronto Raptors,TOR,1,LAL,2,0,1,0,0,0,6.85,0,0,0,0,0,0,2,2,0
2023-24,202404020UTA,4/2/2024,UTA vs CLE,Evan Mobley,mobleev01,Cleveland Cavaliers,CLE,0,UTA,21,7,5,2,2,1,31.13333333,3,4,9,14,1,2,2,3,2
2023-24,202404020UTA,4/2/2024,UTA vs CLE,Caris LeVert,leverca01,Cleveland Cavaliers,CLE,0,UTA,26,6,5,1,1,4,34.03333333,0,6,9,13,2,3,6,7,2
2023-24,202404020UTA,4/2/2024,UTA vs CLE,Sam Merrill,merrisa01,Cleveland Cavaliers,CLE,0,UTA,18,4,5,0,0,1,32.03333333,1,3,6,13,6,12,0,0,1
2023-24,202404020UTA,4/2/2024,UTA vs CLE,Jarrett Allen,allenja01,Cleveland Cavaliers,CLE,0,UTA,21,12,5,1,0,0,33.2,4,8,8,11,0,0,5,6,0
2023-24,202404020UTA,4/2/2024,UTA vs CLE,Georges Niang,niangge01,Cleveland Cavaliers,CLE,0,UTA,8,3,1,3,0,2,18.76666667,0,3,3,10,0,7,2,2,4
2023-24,202404020UTA,4/2/2024,UTA vs CLE,Max Strus,strusma01,Cleveland Cavaliers,CLE,0,UTA,15,4,6,2,0,2,32.68333333,0,4,4,8,3,7,4,4,1
2023-24,202404020UTA,4/2/2024,UTA vs CLE,Darius Garland,garlada01,Cleveland Cavaliers,CLE,0,UTA,8,3,8,0,1,2,31.86666667,0,3,2,6,2,4,2,2,3
2023-24,202404020UTA,4/2/2024,UTA vs CLE,Marcus Morris,morrima03,Cleveland Cavaliers,CLE,0,UTA,8,0,2,1,1,1,19.46666667,0,0,3,6,2,4,0,0,1
2023-24,202404020UTA,4/2/2024,UTA vs CLE,Damian Jones,jonesda03,Cleveland Cavaliers,CLE,0,UTA,4,1,1,0,1,0,4.283333333,1,0,2,3,0,0,0,0,0
2023-24,202404020UTA,4/2/2024,UTA vs CLE,Tristan Thompson,thomptr01,Cleveland Cavaliers,CLE,0,UTA,0,1,0,0,0,0,2.516666667,0,1,0,1,0,0,0,0,0
2023-24,202404020UTA,4/2/2024,UTA vs CLE,Brice Sensabaugh,sensabr01,Utah Jazz,UTA,1,CLE,22,7,4,1,0,2,30.4,1,6,8,14,6,9,0,0,3
2023-24,202404020UTA,4/2/2024,UTA vs CLE,Collin Sexton,sextoco01,Utah Jazz,UTA,1,CLE,19,3,7,0,0,7,34.48333333,1,2,6,14,2,5,5,6,4
2023-24,202404020UTA,4/2/2024,UTA vs CLE,Taylor Hendricks,hendrita0,Utah Jazz,UTA,1,CLE,18,3,1,2,0,1,27.53333333,1,2,7,13,4,6,0,0,3
2023-24,202404020UTA,4/2/2024,UTA vs CLE,Keyonte George,georgke01,Utah Jazz,UTA,1,CLE,9,4,3,0,0,4,36.31666667,0,4,2,11,1,5,4,4,1
2023-24,202404020UTA,4/2/2024,UTA vs CLE,Omer Yurtseven,yurtsom01,Utah Jazz,UTA,1,CLE,11,6,2,0,1,3,30.26666667,3,3,5,10,0,1,1,1,3
2023-24,202404020UTA,4/2/2024,UTA vs CLE,Talen Horton-Tucker,hortota01,Utah Jazz,UTA,1,CLE,12,1,0,1,0,0,12.6,0,1,5,7,2,3,0,0,2
2023-24,202404020UTA,4/2/2024,UTA vs CLE,Luka Samanic,samanlu01,Utah Jazz,UTA,1,CLE,12,5,1,0,1,1,18.7,0,5,3,6,1,4,5,7,1
2023-24,202404020UTA,4/2/2024,UTA vs CLE,Kira Lewis Jr.,lewiski01,Utah Jazz,UTA,1,CLE,2,0,2,1,0,1,17.38333333,0,0,1,4,0,3,0,0,2
2023-24,202404020UTA,4/2/2024,UTA vs CLE,Walker Kessler,kesslwa01,Utah Jazz,UTA,1,CLE,6,0,1,0,1,0,9.183333333,0,0,3,3,0,0,0,0,1
2023-24,202404020UTA,4/2/2024,UTA vs CLE,Kris Dunn,dunnkr01,Utah Jazz,UTA,1,CLE,2,4,5,2,0,0,23.13333333,1,3,1,3,0,1,0,0,2
2023-24,202404020WAS,4/2/2024,WAS vs MIL,Giannis Antetokounmpo,antetgi01,Milwaukee Bucks,MIL,0,WAS,35,15,10,0,0,2,36.31666667,3,12,15,21,0,0,5,9,2
2023-24,202404020WAS,4/2/2024,WAS vs MIL,Khris Middleton,middlkh01,Milwaukee Bucks,MIL,0,WAS,24,9,6,2,0,4,30.85,3,6,9,19,3,8,3,4,3
2023-24,202404020WAS,4/2/2024,WAS vs MIL,Bobby Portis,portibo01,Milwaukee Bucks,MIL,0,WAS,12,12,3,0,1,1,25.48333333,5,7,6,14,0,3,0,0,1
2023-24,202404020WAS,4/2/2024,WAS vs MIL,Malik Beasley,beaslma01,Milwaukee Bucks,MIL,0,WAS,5,2,1,2,0,1,29.9,1,1,2,13,1,10,0,0,3
2023-24,202404020WAS,4/2/2024,WAS vs MIL,Pat Connaughton,connapa01,Milwaukee Bucks,MIL,0,WAS,15,8,5,0,1,1,29.15,3,5,4,11,3,10,4,4,2
2023-24,202404020WAS,4/2/2024,WAS vs MIL,Brook Lopez,lopezbr01,Milwaukee Bucks,MIL,0,WAS,6,2,1,1,3,0,26.41666667,1,1,3,9,0,4,0,0,1
2023-24,202404020WAS,4/2/2024,WAS vs MIL,Jae Crowder,crowdja01,Milwaukee Bucks,MIL,0,WAS,5,2,1,1,0,0,20.73333333,0,2,2,7,1,6,0,0,1
2023-24,202404020WAS,4/2/2024,WAS vs MIL,A.J. Green,greenaj01,Milwaukee Bucks,MIL,0,WAS,6,0,1,0,0,1,13.56666667,0,0,2,4,2,4,0,0,1
2023-24,202404020WAS,4/2/2024,WAS vs MIL,Patrick Beverley,beverpa01,Milwaukee Bucks,MIL,0,WAS,2,5,3,1,1,0,21.95,1,4,1,4,0,2,0,0,1
2023-24,202404020WAS,4/2/2024,WAS vs MIL,Danilo Gallinari,gallida01,Milwaukee Bucks,MIL,0,WAS,3,2,0,1,0,2,5.6,1,1,1,1,1,1,0,1,2
2023-24,202404020WAS,4/2/2024,WAS vs MIL,Corey Kispert,kispeco01,Washington Wizards,WAS,1,MIL,27,7,0,1,1,0,38.06666667,1,6,10,18,4,11,3,4,0
2023-24,202404020WAS,4/2/2024,WAS vs MIL,Deni Avdija,avdijde01,Washington Wizards,WAS,1,MIL,23,8,5,1,1,3,38.81666667,1,7,10,17,0,5,3,4,4
2023-24,202404020WAS,4/2/2024,WAS vs MIL,Jordan Poole,poolejo01,Washington Wizards,WAS,1,MIL,16,4,13,2,0,3,35.3,0,4,6,14,1,6,3,3,3
2023-24,202404020WAS,4/2/2024,WAS vs MIL,Tristan Vukcevic,vukcetr01,Washington Wizards,WAS,1,MIL,14,7,3,1,0,1,31.03333333,1,6,5,11,1,6,3,3,4
2023-24,202404020WAS,4/2/2024,WAS vs MIL,Anthony Gill,gillan01,Washington Wizards,WAS,1,MIL,12,9,0,0,0,2,38.01666667,1,8,6,11,0,2,0,0,3
2023-24,202404020WAS,4/2/2024,WAS vs MIL,Jared Butler,butleja02,Washington Wizards,WAS,1,MIL,17,3,3,2,0,0,17.48333333,1,2,7,10,3,3,0,0,0
2023-24,202404020WAS,4/2/2024,WAS vs MIL,Marvin Bagley III,baglema01,Washington Wizards,WAS,1,MIL,4,3,0,1,0,1,9.35,0,3,2,5,0,1,0,0,0
2023-24,202404020WAS,4/2/2024,WAS vs MIL,Eugene Omoruyi,omorueu01,Washington Wizards,WAS,1,MIL,3,1,1,0,0,0,14.01666667,0,1,1,5,0,3,1,1,2
2023-24,202404020WAS,4/2/2024,WAS vs MIL,Johnny Davis,davisjo06,Washington Wizards,WAS,1,MIL,1,2,1,1,0,0,17.86666667,0,2,0,2,0,1,1,2,4
2023-24,202404010CHI,4/1/2024,CHI vs ATL,Dejounte Murray,murrade01,Atlanta Hawks,ATL,0,CHI,17,8,6,0,0,5,33.41666667,1,7,7,17,3,6,0,0,5
2023-24,202404010CHI,4/1/2024,CHI vs ATL,Jalen Johnson,johnsja05,Atlanta Hawks,ATL,0,CHI,11,4,1,2,0,1,24.96666667,1,3,4,12,2,5,1,2,2
2023-24,202404010CHI,4/1/2024,CHI vs ATL,De'Andre Hunter,huntede01,Atlanta Hawks,ATL,0,CHI,8,6,4,0,0,2,32.8,0,6,3,12,2,10,0,0,2
2023-24,202404010CHI,4/1/2024,CHI vs ATL,Clint Capela,capelca01,Atlanta Hawks,ATL,0,CHI,15,11,1,1,2,1,26.06666667,5,6,6,9,0,0,3,7,2
2023-24,202404010CHI,4/1/2024,CHI vs ATL,Bogdan Bogdanovic,bogdabo01,Atlanta Hawks,ATL,0,CHI,20,4,6,0,2,1,33.96666667,0,4,6,7,2,2,6,6,1
2023-24,202404010CHI,4/1/2024,CHI vs ATL,Garrison Mathews,mathega01,Atlanta Hawks,ATL,0,CHI,9,1,1,0,0,0,17.2,0,1,3,7,3,7,0,0,2
2023-24,202404010CHI,4/1/2024,CHI vs ATL,Vit Krejci,krejcvi01,Atlanta Hawks,ATL,0,CHI,18,4,3,0,0,1,24.9,0,4,6,6,6,6,0,0,1
2023-24,202404010CHI,4/1/2024,CHI vs ATL,Bruno Fernando,fernabr01,Atlanta Hawks,ATL,0,CHI,10,4,4,1,0,2,21.93333333,1,3,4,6,0,0,2,3,4
2023-24,202404010CHI,4/1/2024,CHI vs ATL,Kobe Bufkin,bufkiko01,Atlanta Hawks,ATL,0,CHI,3,2,3,0,1,1,17.18333333,0,2,1,4,1,3,0,0,1
2023-24,202404010CHI,4/1/2024,CHI vs ATL,Wesley Matthews,matthwe02,Atlanta Hawks,ATL,0,CHI,2,1,0,0,0,0,7.55,0,1,1,2,0,1,0,0,1
2023-24,202404010CHI,4/1/2024,CHI vs ATL,DeMar DeRozan,derozde01,Chicago Bulls,CHI,1,ATL,31,2,5,2,0,3,39.08333333,0,2,10,23,0,3,11,12,4
2023-24,202404010CHI,4/1/2024,CHI vs ATL,Coby White,whiteco01,Chicago Bulls,CHI,1,ATL,22,3,3,1,0,1,39.31666667,1,2,8,21,2,7,4,4,4
2023-24,202404010CHI,4/1/2024,CHI vs ATL,Ayo Dosunmu,dosunay01,Chicago Bulls,CHI,1,ATL,15,3,1,1,0,1,35.61666667,1,2,7,13,1,5,0,0,2
2023-24,202404010CHI,4/1/2024,CHI vs ATL,Alex Caruso,carusal01,Chicago Bulls,CHI,1,ATL,8,5,3,2,2,1,32.91666667,1,4,3,13,2,7,0,0,1
2023-24,202404010CHI,4/1/2024,CHI vs ATL,Andre Drummond,drumman01,Chicago Bulls,CHI,1,ATL,13,18,0,0,0,1,20.06666667,8,10,5,8,0,0,3,6,2
2023-24,202404010CHI,4/1/2024,CHI vs ATL,Nikola Vucevic,vucevni01,Chicago Bulls,CHI,1,ATL,5,14,3,1,0,1,31.15,1,13,2,7,1,2,0,0,4
2023-24,202404010CHI,4/1/2024,CHI vs ATL,Jevon Carter,carteje01,Chicago Bulls,CHI,1,ATL,3,1,0,0,0,0,6.966666667,1,0,1,4,1,2,0,0,0
2023-24,202404010CHI,4/1/2024,CHI vs ATL,Terry Taylor,taylote01,Chicago Bulls,CHI,1,ATL,4,2,0,1,0,0,9.75,2,0,1,2,0,0,2,2,0
2023-24,202404010CHI,4/1/2024,CHI vs ATL,Onuralp Bitim,bitimon01,Chicago Bulls,CHI,1,ATL,0,0,0,0,0,0,2.066666667,0,0,0,2,0,1,0,0,0
